Link Status,Description,IPFS Link,p5.js Versions,Other JS Libraries,Artifact URI HTTP,Artifact URI fxhash,Display URI HTTP,Display URI fxhash,Thumbnail URI HTTP,Thumbnail URI fxhash,Generative URI HTTP,Generative URI fxhash
working,"""3 Body Problem"" is a dynamic generative art piece that explores the complex and mesmerizing dance of celestial mechanics through digital simulation. Inspired by the astrophysical problem of predicting the motions of three celestial bodies interacting through gravitational forces, this artwork extends the challenge into a visually captivating experience. The viewer is invited to adjust the parameters to influence the number of orbiting bodies, their sizes, trails, and the speed at which they navigate the void of a customizable space. Each parameter choice significantly alters the visual composition, allowing endless variations of orbital paths that evoke the unpredictable nature of cosmic interactions. As bodies glide across the digital canvas, trails linger to mark the paths traveled, slowly fading like the memory of a shooting star. A black hole lies at the center, its event horizon and radiant glow dictating the gravitational ballet. Optional background settings let viewers choose between a serene gradient and a lively starfield, each enhancing the depth and feel of the space portrayed. ""3 Body Problem"" is not only a tribute to the complexities of cosmic motion but also a meditation on the beauty of mathematical chaos and the art that emerges from it. It invites audiences to find their own meaning in the orbits that intertwine and evolve before their eyes, reflecting the ever-changing yet cyclic nature of the cosmos.",-,No p5.js found,No other libraries found,-,-,https://gateway.ipfs.io/ipfs/QmUX3CP8gdwopVQnp4JsUpC2nbL6eAhuyARToPrCHNJfX3,https://gateway.fxhash2.xyz/ipfs/QmUX3CP8gdwopVQnp4JsUpC2nbL6eAhuyARToPrCHNJfX3,https://gateway.ipfs.io/ipfs/QmbA9N7jZ44uVNVnoHeD7shVyNobyXMxPtLiCPMfse5w5s,https://gateway.fxhash2.xyz/ipfs/QmbA9N7jZ44uVNVnoHeD7shVyNobyXMxPtLiCPMfse5w5s,-,-
working,Who doesn't love graph theory? Press [s] to save the image in 4096x4096 resolution. By Roni Block Made with p5.js License: CC BY-NC-SA 4.0,-,No p5.js found,No other libraries found,-,-,https://gateway.ipfs.io/ipfs/QmVeCCENdBJ6zWE9aq5zztoEvHYPmAZZEi5G2k6C3uNMK3,https://gateway.fxhash2.xyz/ipfs/QmVeCCENdBJ6zWE9aq5zztoEvHYPmAZZEi5G2k6C3uNMK3,https://gateway.ipfs.io/ipfs/QmWJ6zdCorTFK6LSS2aw6ksNggoT8VvCivNvaAsb6FyBpb,https://gateway.fxhash2.xyz/ipfs/QmWJ6zdCorTFK6LSS2aw6ksNggoT8VvCivNvaAsb6FyBpb,-,-
working,Some dirt smeared the window.  I don't really want to wash it off. _ __ ___ _ __ ___ / ` / / )_) \ / )_ / ` / / )_) )_ (_. (_/ / \ \/ (__ (_. (_/ /__) (__ n6,https://gateway.fxhash2.xyz/ipfs/QmXgqbaBCxYmJpewVqQXUMCBeAg4h3VyknQvYNfCHUYBw5,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmYzUu6aq2SU9eWyGVeHKfkhQMgxmTeKSyVyCiJzD22yhj/?fxhash=ooM4GmrGvgA2kZmS4fJZpUUcVhK65UPYGd7NqRQoyb4w11widTb\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1t8xjahrD5Pqcihym13Ngka1Rr5XURtvBk\u0026fxchain=TEZOS,https://gateway.fxhash2.xyz/ipfs/QmYzUu6aq2SU9eWyGVeHKfkhQMgxmTeKSyVyCiJzD22yhj/?fxhash=ooM4GmrGvgA2kZmS4fJZpUUcVhK65UPYGd7NqRQoyb4w11widTb\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1t8xjahrD5Pqcihym13Ngka1Rr5XURtvBk\u0026fxchain=TEZOS,https://gateway.ipfs.io/ipfs/Qmczku2bZGu1uhSYkGmryCc5aTjTpgmv3uzYE2ohMXfto9,https://gateway.fxhash2.xyz/ipfs/Qmczku2bZGu1uhSYkGmryCc5aTjTpgmv3uzYE2ohMXfto9,https://gateway.ipfs.io/ipfs/QmX6Mvg7fzHxfLkijAS2rVsUxV8X17Y6qedAkFnmN5Xk4S,https://gateway.fxhash2.xyz/ipfs/QmX6Mvg7fzHxfLkijAS2rVsUxV8X17Y6qedAkFnmN5Xk4S,https://gateway.ipfs.io/ipfs/QmYzUu6aq2SU9eWyGVeHKfkhQMgxmTeKSyVyCiJzD22yhj,https://gateway.fxhash2.xyz/ipfs/QmYzUu6aq2SU9eWyGVeHKfkhQMgxmTeKSyVyCiJzD22yhj
working,"Full Title: ""Every Note, Everywhere, All at Once: Seven Steps to Go: Supernova"" PLEASE NOTE: Screengrab preview and project processing can take more 5+ minutes to complete. Please be patient. :-) This variation is generated from the tabulated MIDI data of the original titular orchestral composition, ""Seven Steps to Go"". Other original music can be streamed - search for ""Reade Collins"". There are a range of interpretations of this coded NFT. Colour, positioning, movement, rotation, 3D translation, etc. are all randomly generated from the MIDI data indicating velocity, dynamics, duration, pitch, channel (instrument), etc. Mouse click toggles the mp3 audio of ""Seven Steps to Go"" on/off.",https://gateway.fxhash2.xyz/ipfs/QmbXxVffesWtkYFzRRij3uh81gNkjfTeYqp1GfZQar347J,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmZ4mLBgA5P2aAcYqjKEr8JuqFDCsh1ThBBUQriSVBE6wG/?fxhash=ooiQZ4bzJqRAJCXZmyqtbXN2dhiXshMjisebmvUgQoVQFukNtxU\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1pB9zVk89K3pDwHW6aAECJc9pqrKVhXgW1\u0026fxchain=TEZOS,https://gateway.fxhash2.xyz/ipfs/QmZ4mLBgA5P2aAcYqjKEr8JuqFDCsh1ThBBUQriSVBE6wG/?fxhash=ooiQZ4bzJqRAJCXZmyqtbXN2dhiXshMjisebmvUgQoVQFukNtxU\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1pB9zVk89K3pDwHW6aAECJc9pqrKVhXgW1\u0026fxchain=TEZOS,https://gateway.ipfs.io/ipfs/QmXjafkC8Gid82SCqkMukasSYABXq1eAcTFt4gM8EwQZ9v,https://gateway.fxhash2.xyz/ipfs/QmXjafkC8Gid82SCqkMukasSYABXq1eAcTFt4gM8EwQZ9v,https://gateway.ipfs.io/ipfs/Qmeb8SF5CLQCS5RK5TyELGgZSFM1YaKo243vCQs8o4c9TB,https://gateway.fxhash2.xyz/ipfs/Qmeb8SF5CLQCS5RK5TyELGgZSFM1YaKo243vCQs8o4c9TB,https://gateway.ipfs.io/ipfs/QmZ4mLBgA5P2aAcYqjKEr8JuqFDCsh1ThBBUQriSVBE6wG,https://gateway.fxhash2.xyz/ipfs/QmZ4mLBgA5P2aAcYqjKEr8JuqFDCsh1ThBBUQriSVBE6wG
working,"Tezflow: Rekt takes the flowing line concept of the original Tezflow and tosses a grenade into it.  Random lines, some flowing and squares make up the canvas of Tezflow: Rekt P5Js 1920x1080 2024",https://gateway.fxhash2.xyz/ipfs/Qmeyw41vVdgV397M7pmaargKY9VFSQb5g1so5EfnC1zXsQ,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmXMiZhC6q1p1LosxHHRQ2EtErPyjnDpeAFUpawoiWejw4/?fxhash=ooJcDnUmTTRcG1yaWux1jjKKAnB9Vb3Ee95UWB3wyaTfxYrTLkp\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1WBzj7SS8tzvy2bJAyvfi2WyLRKuh48ejT\u0026fxchain=TEZOS,https://gateway.fxhash2.xyz/ipfs/QmXMiZhC6q1p1LosxHHRQ2EtErPyjnDpeAFUpawoiWejw4/?fxhash=ooJcDnUmTTRcG1yaWux1jjKKAnB9Vb3Ee95UWB3wyaTfxYrTLkp\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1WBzj7SS8tzvy2bJAyvfi2WyLRKuh48ejT\u0026fxchain=TEZOS,https://gateway.ipfs.io/ipfs/QmXRJWqjbubtrqPuvLP1qgjk3JeRrsALyRUpiHTYYX6v4C,https://gateway.fxhash2.xyz/ipfs/QmXRJWqjbubtrqPuvLP1qgjk3JeRrsALyRUpiHTYYX6v4C,https://gateway.ipfs.io/ipfs/QmbRsvp82YsBQTEext7mttdtSKEdKRkqvHehLSPQpvgD4a,https://gateway.fxhash2.xyz/ipfs/QmbRsvp82YsBQTEext7mttdtSKEdKRkqvHehLSPQpvgD4a,https://gateway.ipfs.io/ipfs/QmXMiZhC6q1p1LosxHHRQ2EtErPyjnDpeAFUpawoiWejw4,https://gateway.fxhash2.xyz/ipfs/QmXMiZhC6q1p1LosxHHRQ2EtErPyjnDpeAFUpawoiWejw4
working,"The size of token is compatible with all browsers and devices. Foreground color is selected randomly from 44 RGB colors. Background color is selected randomly from 27 RGB colors. it is based on a random walker algorithm in four directions with random angles. Download and save by pressing ""s"" or ""S"" keys. This will give you a .PNG file with the name of ""Polite Brownian Motion_{hash}"".",-,No p5.js found,No other libraries found,-,-,https://gateway.ipfs.io/ipfs/QmNvNyTv1YQe9MYuj1F69T1112xvEuhcwFE6eDcB5oCDJD,https://gateway.fxhash2.xyz/ipfs/QmNvNyTv1YQe9MYuj1F69T1112xvEuhcwFE6eDcB5oCDJD,https://gateway.ipfs.io/ipfs/QmfFyuVH6R8LGcVmiWkkEtpfneei7hFrupkohMACzrTr3M,https://gateway.fxhash2.xyz/ipfs/QmfFyuVH6R8LGcVmiWkkEtpfneei7hFrupkohMACzrTr3M,-,-
working,"Ray tracing black holes in Schwarzschild metric. The equations of motion of the light beams are integrated using the Runge Kutta method. The accretion disk is purely generative, no textures are used. Rendering may take a while since we need to solve the EOM in Schwarzschild for each pixel of the image.",-,No p5.js found,No other libraries found,-,-,https://gateway.ipfs.io/ipfs/QmYkSEECDmBzsGQoizZdYaH2oEMXQzRedigS1oNmsjLgCL,https://gateway.fxhash2.xyz/ipfs/QmYkSEECDmBzsGQoizZdYaH2oEMXQzRedigS1oNmsjLgCL,https://gateway.ipfs.io/ipfs/QmbN7yu5fdjN5HiQKY4tDzD2noacGZnMQPv7aAs51BwhFm,https://gateway.fxhash2.xyz/ipfs/QmbN7yu5fdjN5HiQKY4tDzD2noacGZnMQPv7aAs51BwhFm,-,-
working,"Background Following the social movement in Hong Kong in 2019, our culture has entered a period of turbulence and instability. Long-standing scenery and values have gradually faded, akin to rocks being removed from a mountain one by one. As a Hong Kong artist based in the UK, living in an unfamiliar environment has led me to rethink and explore my ever-changing identity. My work systematically embraces instability, reflecting our current state and bearing witness to the inevitable cycles of prosperity and decline. “Infinite Transition #01” Your identity is constantly changing. Just as you become accustomed to one identity, it is time to prepare for the next transformation. Press `d` to save PNG and images Press ‘Spacebar’ to pause the animation by Yiu-Wai Chu, Price pricechu.com IG: pricechu",https://gateway.fxhash2.xyz/ipfs/QmVsvhzb5rGMH6bFZmiHoLckpSw1euCrFcD5fDmzysKdtt,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmZwEjE3UKZPEbFXie95edGcn4JyAC2g4ArVzjZimZBoL6/?fxhash=oo6jAvCtJCepVP42MTTZtsWoz7cpUUPzZ3JiU3QkwQBYHPiT1S1\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1WHVTHVzsa2WWiAQtscyLDuY3AqGLyuTxo\u0026fxchain=TEZOS#0x40220000000000000001,https://gateway.fxhash2.xyz/ipfs/QmZwEjE3UKZPEbFXie95edGcn4JyAC2g4ArVzjZimZBoL6/?fxhash=oo6jAvCtJCepVP42MTTZtsWoz7cpUUPzZ3JiU3QkwQBYHPiT1S1\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1WHVTHVzsa2WWiAQtscyLDuY3AqGLyuTxo\u0026fxchain=TEZOS#0x40220000000000000001,https://gateway.ipfs.io/ipfs/QmZvcRkfpuiGDqVYonpc895r3uqmFgVTXVDLbRP1jsLKBf,https://gateway.fxhash2.xyz/ipfs/QmZvcRkfpuiGDqVYonpc895r3uqmFgVTXVDLbRP1jsLKBf,https://gateway.ipfs.io/ipfs/Qmcizx227iqVZ84jWmNt7Eatpecg8KMWesee1mpe344jAy,https://gateway.fxhash2.xyz/ipfs/Qmcizx227iqVZ84jWmNt7Eatpecg8KMWesee1mpe344jAy,https://gateway.ipfs.io/ipfs/QmZwEjE3UKZPEbFXie95edGcn4JyAC2g4ArVzjZimZBoL6,https://gateway.fxhash2.xyz/ipfs/QmZwEjE3UKZPEbFXie95edGcn4JyAC2g4ArVzjZimZBoL6
working,"I want to depict a world of lost spaces, where colors will disappear. A place where colors have yielded to timelessness and silence, allowing meaning to be sought in emptiness. This serves as a symbol of cleansing the mind and returning to primal simplicity. This piece, instead of being filled with colors and patterns, speaks through its emptiness. Colorless spaces allow pure connections with forms and textures, revealing beauty in absence. By emphasizing the concept of 'Lost Spaces,' this work delves into parts of our being that are usually overlooked. 'Lost Spaces' reminds us of the opportunities that lie within absence or imperfection. This canvas creates a space where emptiness is not seen as a lack but as an open realm for creativity, reflection, and new possibilities. Each line and color gently speak from their empty spaces, reminding us that even in absence and void, there is inherent meaning and beauty. Made by p5.js s = save",https://gateway.fxhash2.xyz/ipfs/QmQEX9UgNApGaxjnbSSfb8qqbbv4zgKWBR7KkLzp2Hki67,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmPUYhTvqnZd9ftoQ5ftdPU2LgraAWr4RTMmZCwAkF8SZz/?fxhash=ooZrpNEPxLUsVWKM8Rqr9KvVK6xouEhRnDWpAWP3xJiP6nHVCp4\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz188wi9SK7te7P5rBhx2r1gUpKd3BgcTh2p\u0026fxchain=TEZOS,https://gateway.fxhash2.xyz/ipfs/QmPUYhTvqnZd9ftoQ5ftdPU2LgraAWr4RTMmZCwAkF8SZz/?fxhash=ooZrpNEPxLUsVWKM8Rqr9KvVK6xouEhRnDWpAWP3xJiP6nHVCp4\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz188wi9SK7te7P5rBhx2r1gUpKd3BgcTh2p\u0026fxchain=TEZOS,https://gateway.ipfs.io/ipfs/QmSyeUXK1mniytJKt4NL6vV73FPwiBLeNXSwJQspJKMo1h,https://gateway.fxhash2.xyz/ipfs/QmSyeUXK1mniytJKt4NL6vV73FPwiBLeNXSwJQspJKMo1h,https://gateway.ipfs.io/ipfs/QmPKyRySZN4JRuSZSnbTLQUtyCaZUxLXYGoEydYDkfSCLB,https://gateway.fxhash2.xyz/ipfs/QmPKyRySZN4JRuSZSnbTLQUtyCaZUxLXYGoEydYDkfSCLB,https://gateway.ipfs.io/ipfs/QmPUYhTvqnZd9ftoQ5ftdPU2LgraAWr4RTMmZCwAkF8SZz,https://gateway.fxhash2.xyz/ipfs/QmPUYhTvqnZd9ftoQ5ftdPU2LgraAWr4RTMmZCwAkF8SZz
working,"Full Title: ""Every Note, Everywhere, All at Once: Kes: Supernova"" PLEASE NOTE: Screengrab preview and project processing can take more 5+ minutes to complete. Please be patient. :-) This variation is generated from the tabulated MIDI data of the original titular orchestral composition, ""Kes"". Other original music can be streamed - search for ""Reade Collins"". There are a range of interpretations of this coded NFT. Colour, positioning, movement, rotation, 3D translation, etc. are all randomly generated from the MIDI data indicating velocity, dynamics, duration, pitch, channel (instrument), etc. Mouse click toggles the mp3 audio of ""Kes"" on/off. 1920x1080",https://gateway.fxhash2.xyz/ipfs/QmRmDNbzVAMQygYwt6VPHqzBLowPmmT6DpXMZTCYsfiFxg,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmdYjJ9rAgbFs7pq87DoeoXwZ8i7Cyt9ufNb1FBa9vPZZ1/?fxhash=oohdc9vDkgpRqm1P5KdqCVy1gEsjqFR6gz3tMg3qFTrf6wL2PfV\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1ZJZQhRsLXSf44tf53oYaLezkHj37PGyFF\u0026fxchain=TEZOS,https://gateway.fxhash2.xyz/ipfs/QmdYjJ9rAgbFs7pq87DoeoXwZ8i7Cyt9ufNb1FBa9vPZZ1/?fxhash=oohdc9vDkgpRqm1P5KdqCVy1gEsjqFR6gz3tMg3qFTrf6wL2PfV\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1ZJZQhRsLXSf44tf53oYaLezkHj37PGyFF\u0026fxchain=TEZOS,https://gateway.ipfs.io/ipfs/Qmb9Ji41YHW5PXSaTYC7cdXLdSvWb4ARPPgcc5WRfao3bY,https://gateway.fxhash2.xyz/ipfs/Qmb9Ji41YHW5PXSaTYC7cdXLdSvWb4ARPPgcc5WRfao3bY,https://gateway.ipfs.io/ipfs/QmeUsb1shRu29XhXk5TSjchSLUwWV3bdRCmHDnzHaenroU,https://gateway.fxhash2.xyz/ipfs/QmeUsb1shRu29XhXk5TSjchSLUwWV3bdRCmHDnzHaenroU,https://gateway.ipfs.io/ipfs/QmdYjJ9rAgbFs7pq87DoeoXwZ8i7Cyt9ufNb1FBa9vPZZ1,https://gateway.fxhash2.xyz/ipfs/QmdYjJ9rAgbFs7pq87DoeoXwZ8i7Cyt9ufNb1FBa9vPZZ1
working,"Full Title: ""Every Note, Everywhere, All at Once: Kes: Echoes in Time"" PLEASE NOTE: Screengrab preview and project processing can take more 5+ minutes to complete. Please be patient. :-) This variation is generated from the tabulated MIDI data of the original titular orchestral composition, ""Kes"". Other original music can be streamed - search for ""Reade Collins"". There are a range of interpretations of this coded NFT. Colour, positioning, movement, rotation, 3D translation, etc. are all randomly generated from the MIDI data indicating velocity, dynamics, duration, pitch, channel (instrument), etc. Mouse click toggles the mp3 audio of ""Kes"" on/off. 1920x1080",https://gateway.fxhash2.xyz/ipfs/QmPaxsSqmUKNB45M9LPThUM15xt3f6SBiJ23BHddMt3V8G,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmVdL4Lf5hsBFVGV9ha4JJPwGWwCXtf8PWjQDkU2zEWDj9/?fxhash=oo9MgAw3cdLbfCF7xWaEf87gix28VqWAjtkf3Lp33HoWU5NMkCL\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1xeVLaH2pYJdZyCizmZXCRTnHPXskrfFXM\u0026fxchain=TEZOS,https://gateway.fxhash2.xyz/ipfs/QmVdL4Lf5hsBFVGV9ha4JJPwGWwCXtf8PWjQDkU2zEWDj9/?fxhash=oo9MgAw3cdLbfCF7xWaEf87gix28VqWAjtkf3Lp33HoWU5NMkCL\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1xeVLaH2pYJdZyCizmZXCRTnHPXskrfFXM\u0026fxchain=TEZOS,https://gateway.ipfs.io/ipfs/QmcwHMr1DGuyGMtGRkEQWjyZxPqhTPLPAhRidHdCp5D3Rs,https://gateway.fxhash2.xyz/ipfs/QmcwHMr1DGuyGMtGRkEQWjyZxPqhTPLPAhRidHdCp5D3Rs,https://gateway.ipfs.io/ipfs/QmNofHSPmzemKNbPsVipMQEZwuNyfrGaT4ost8CPmt9U7o,https://gateway.fxhash2.xyz/ipfs/QmNofHSPmzemKNbPsVipMQEZwuNyfrGaT4ost8CPmt9U7o,https://gateway.ipfs.io/ipfs/QmVdL4Lf5hsBFVGV9ha4JJPwGWwCXtf8PWjQDkU2zEWDj9,https://gateway.fxhash2.xyz/ipfs/QmVdL4Lf5hsBFVGV9ha4JJPwGWwCXtf8PWjQDkU2zEWDj9
working,"Area Secret by Arts of Chet ""It's abstract.""  There are no words better than learning it yourself. Thank you for your support. Thanks for Generated: PureSpider",https://gateway.fxhash2.xyz/ipfs/QmQizq65vrGZ36zALZmaJXrguP2qLqgPH6hhGLAy4VmHe8,3.0.1 / 3.3.0,No other libraries found,https://gateway.ipfs.io/ipfs/QmTj3bGfyDQLXG91GhjtcATUr7aQB8a8a6hQ5zJEYQhzdG/?fxhash=oopJ69k8tAmLJH9Kpyn9AEuyYTe9Naf4WMptDHk3QZDUtoGGTS5\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1RVnGTWqZau6TVUu5Wg96NZ4czjR8PLqvF\u0026fxchain=TEZOS,https://gateway.fxhash2.xyz/ipfs/QmTj3bGfyDQLXG91GhjtcATUr7aQB8a8a6hQ5zJEYQhzdG/?fxhash=oopJ69k8tAmLJH9Kpyn9AEuyYTe9Naf4WMptDHk3QZDUtoGGTS5\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1RVnGTWqZau6TVUu5Wg96NZ4czjR8PLqvF\u0026fxchain=TEZOS,https://gateway.ipfs.io/ipfs/QmWaNK4NF3D3mUdA49DJ4G1wBKcdY9FCkoL5RJSDWmak8w,https://gateway.fxhash2.xyz/ipfs/QmWaNK4NF3D3mUdA49DJ4G1wBKcdY9FCkoL5RJSDWmak8w,https://gateway.ipfs.io/ipfs/QmcDqM84JaKZGpkvCXyZVajt4KqnN4YZW1JaiZMR7bM6AG,https://gateway.fxhash2.xyz/ipfs/QmcDqM84JaKZGpkvCXyZVajt4KqnN4YZW1JaiZMR7bM6AG,https://gateway.ipfs.io/ipfs/QmTj3bGfyDQLXG91GhjtcATUr7aQB8a8a6hQ5zJEYQhzdG,https://gateway.fxhash2.xyz/ipfs/QmTj3bGfyDQLXG91GhjtcATUr7aQB8a8a6hQ5zJEYQhzdG
working,"Just a bunch of fun abstract doodlings put together with a swagger of randomness. png, 2048 x 2048",https://gateway.fxhash2.xyz/ipfs/QmShgfdQdZFYCXv7fs7syXUrrQuL7V3YUFjKN4BdUQzp7e,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmQj3PBRZvF3UfbnTP4p1na2zEA4iVDAFzVaoj8hCuvWeg/?fxhash=ooe3FSXqyHvWeawM7TTz5byD19un1rBmbFevSGs1ifKgYDe7ZD9\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1UyBgJpS8FvaBjKaJwDzKiamE2joXsX4FN\u0026fxchain=TEZOS,https://gateway.fxhash2.xyz/ipfs/QmQj3PBRZvF3UfbnTP4p1na2zEA4iVDAFzVaoj8hCuvWeg/?fxhash=ooe3FSXqyHvWeawM7TTz5byD19un1rBmbFevSGs1ifKgYDe7ZD9\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1UyBgJpS8FvaBjKaJwDzKiamE2joXsX4FN\u0026fxchain=TEZOS,https://gateway.ipfs.io/ipfs/QmZpG8HvHdMZaB7mXbyyKd83spDiTc63QgcFaTXRtyH7Lw,https://gateway.fxhash2.xyz/ipfs/QmZpG8HvHdMZaB7mXbyyKd83spDiTc63QgcFaTXRtyH7Lw,https://gateway.ipfs.io/ipfs/QmTJFPFQNcDhL1LdUismu14PaappjLYeAmhhDh8mPN5yLb,https://gateway.fxhash2.xyz/ipfs/QmTJFPFQNcDhL1LdUismu14PaappjLYeAmhhDh8mPN5yLb,https://gateway.ipfs.io/ipfs/QmQj3PBRZvF3UfbnTP4p1na2zEA4iVDAFzVaoj8hCuvWeg,https://gateway.fxhash2.xyz/ipfs/QmQj3PBRZvF3UfbnTP4p1na2zEA4iVDAFzVaoj8hCuvWeg
working,"A set of lines to create interesting patterns using pure JavaScript.  To download the image, press [S].  I hope you enjoy it!",-,No p5.js found,No other libraries found,-,-,https://gateway.ipfs.io/ipfs/QmPcjYxBx6Rq3c7hqaqztEX5jEJx5FhZgAkfgfnoLBRHVk,https://gateway.fxhash2.xyz/ipfs/QmPcjYxBx6Rq3c7hqaqztEX5jEJx5FhZgAkfgfnoLBRHVk,https://gateway.ipfs.io/ipfs/QmaN8wZnErTiGNux1YWrTf9YvghR169o56mFQpsRYTbntq,https://gateway.fxhash2.xyz/ipfs/QmaN8wZnErTiGNux1YWrTf9YvghR169o56mFQpsRYTbntq,-,-
working,Tezflow: Volume 2 builds on the original adding various color palettes and LERP coloring.  With these added and the addition of alpha to the code you get a better sense of depth to the flowfields adding more to the artistic side. P5Js 1600x2048 2024,https://gateway.fxhash2.xyz/ipfs/QmYDa9FA4Q7tEeWiq1RTqp8w129B2fviawtLRVF4ZdeXCR,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmVwomj42ju5ksArezQpqEGuVMYKcyTPF2g7f5L2VE7sgN/?fxhash=ooUgFt1RVJN1VFxPYDPHVBrCEo13dUogou8zg88AP9WWwqZtu8c\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1mbVSgia7j48XG5TiBdKEb2iSCERzyESx5\u0026fxchain=TEZOS,https://gateway.fxhash2.xyz/ipfs/QmVwomj42ju5ksArezQpqEGuVMYKcyTPF2g7f5L2VE7sgN/?fxhash=ooUgFt1RVJN1VFxPYDPHVBrCEo13dUogou8zg88AP9WWwqZtu8c\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1mbVSgia7j48XG5TiBdKEb2iSCERzyESx5\u0026fxchain=TEZOS,https://gateway.ipfs.io/ipfs/Qmcq7UbBTeVrnUjnjjhfwk4QtFKXpN5pXfmeYVsf6yNUN6,https://gateway.fxhash2.xyz/ipfs/Qmcq7UbBTeVrnUjnjjhfwk4QtFKXpN5pXfmeYVsf6yNUN6,https://gateway.ipfs.io/ipfs/Qmbjna1ocDH4Ad8dwE9jVFSUeARKBWLoLzqp36trnk6m3c,https://gateway.fxhash2.xyz/ipfs/Qmbjna1ocDH4Ad8dwE9jVFSUeARKBWLoLzqp36trnk6m3c,https://gateway.ipfs.io/ipfs/QmVwomj42ju5ksArezQpqEGuVMYKcyTPF2g7f5L2VE7sgN,https://gateway.fxhash2.xyz/ipfs/QmVwomj42ju5ksArezQpqEGuVMYKcyTPF2g7f5L2VE7sgN
working,"Just a bunch of fun abstract doodlings put together with a swagger of randomness - version 2. png, 2048 x 2048",https://gateway.fxhash2.xyz/ipfs/QmNLkHeYqzAYcrLDz6E6sgNZSiBgSnRXNDUuZXJYYaSfSV,3.0.1 / 4.0.1,No other libraries found,https://gateway.ipfs.io/ipfs/QmWxHRw9WzAPwxR49hSr552D9Kp2CuzEVY6rmxpHD3stXW/?fxhash=ooFxUprDNHPi1bRjX3CEnEvQGzMFefJgAoRAyhFwGaFzD43j1qs\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1BuWecnXRmrDgkRCExgnqLEJrXvdNXrxTJ\u0026fxchain=TEZOS,https://gateway.fxhash2.xyz/ipfs/QmWxHRw9WzAPwxR49hSr552D9Kp2CuzEVY6rmxpHD3stXW/?fxhash=ooFxUprDNHPi1bRjX3CEnEvQGzMFefJgAoRAyhFwGaFzD43j1qs\u0026fxchain=TEZOS\u0026fxiteration=1\u0026fxminter=tz1BuWecnXRmrDgkRCExgnqLEJrXvdNXrxTJ\u0026fxchain=TEZOS,https://gateway.ipfs.io/ipfs/QmPXYqcmYXRUqdbduCv64YBnrJp6giFafVe9GvokN7En46,https://gateway.fxhash2.xyz/ipfs/QmPXYqcmYXRUqdbduCv64YBnrJp6giFafVe9GvokN7En46,https://gateway.ipfs.io/ipfs/QmQALoUBpL8gZRLisqAmaus9v7MHhTDmCymfLm84KGqXKx,https://gateway.fxhash2.xyz/ipfs/QmQALoUBpL8gZRLisqAmaus9v7MHhTDmCymfLm84KGqXKx,https://gateway.ipfs.io/ipfs/QmWxHRw9WzAPwxR49hSr552D9Kp2CuzEVY6rmxpHD3stXW,https://gateway.fxhash2.xyz/ipfs/QmWxHRw9WzAPwxR49hSr552D9Kp2CuzEVY6rmxpHD3stXW
